# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 14:04:00 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
#
loc_rowid,pl_name,pl_controv_flag,pl_orbper,pl_orbsmax,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens
196,CoRoT-11 b,0,2.99432500,0.043510,791.39670,791.39670,0.93000,0.000000,,1715,,,1.33,1.23,,,,2.000,0.7400
197,CoRoT-11 b,0,2.99433000,0.043600,740.51000,740.51000,0.99000,0.000000,,1657,F6 V,6440.00,1.37,1.27,-0.030,,4.22,2.000,0.6900
198,CoRoT-12 b,0,2.82804200,0.040160,291.43800,291.43800,0.41100,0.070000,,1442,,5675.00,1.12,1.08,0.160,,4.38,6.300,1.0800
199,CoRoT-12 b,0,2.82804200,0.040130,290.81445,290.81445,0.38100,0.050000,,,,5675.00,1.12,1.08,0.160,,,6.300,
200,CoRoT-12 b,0,2.82804200,0.039400,281.91521,281.91521,0.44800,,,1410,,5675.00,1.05,1.02,0.160,,4.41,5.800,1.2500
201,CoRoT-12 b,0,2.82805268,0.039200,277.46559,277.46559,0.44700,,,1417,,,1.05,1.00,,0.070,4.38,6.170,1.2200
202,CoRoT-13 b,0,4.03519000,0.051070,423.03173,423.03173,2.38000,0.067000,,,,5945.00,1.01,1.09,0.010,,,1.600,
203,CoRoT-13 b,0,4.03519000,0.051000,415.70400,415.70400,2.34000,0.000000,,1700,G0 V,5945.00,1.01,1.09,0.010,,4.46,1.635,1.4680
204,CoRoT-13 b,0,4.03519000,0.051000,416.99296,416.99296,0.82000,,,1432,,5945.00,1.27,1.09,0.010,,4.26,5.800,0.7410
205,CoRoT-14 b,0,1.51214000,0.027000,2415.40000,2415.40000,7.30000,0.000000,,1952,F9 V,6035.00,1.21,1.13,0.050,,4.35,4.200,0.9100
206,CoRoT-14 b,0,1.51214000,0.026870,2437.75610,2437.75610,9.00000,,,1936,,6035.00,1.19,1.12,0.050,,4.34,3.700,0.9400
207,CoRoT-14 b,0,1.51214000,0.026910,2358.29860,2358.29860,7.10000,0.036000,,,,6040.00,1.21,1.13,0.050,,,4.200,
208,CoRoT-16 b,0,5.35227000,0.061800,168.13207,168.13207,0.41000,0.370000,,,,5650.00,1.19,1.10,0.190,,,6.700,
209,CoRoT-16 b,0,5.35227000,0.061800,170.03200,170.03200,0.44000,0.330000,,,G5 V,5650.00,1.19,1.10,0.190,,4.36,6.730,0.9300
210,CoRoT-17 b,0,3.76810000,0.048100,781.86180,781.86180,3.00580,,,1610,,5740.00,1.62,1.04,0.000,,4.04,8.000,0.3420
211,CoRoT-17 b,0,3.76810000,0.048100,765.97030,765.97030,2.81000,0.081000,,,,5740.00,1.59,1.04,0.000,,,10.700,
212,CoRoT-17 b,0,3.76810000,0.046100,772.29000,772.29000,2.82000,0.000000,,1626,G2 V,5740.00,1.59,1.04,0.000,,4.40,10.700,0.3200
213,CoRoT-18 b,0,1.90009000,0.028800,1048.83900,1048.83900,2.73000,,,1487,,,0.88,0.88,,-0.170,4.49,0.032,1.8000
214,CoRoT-18 b,0,1.90006930,0.029500,1099.69180,1099.69180,1.91000,0.025000,,,,5440.00,1.00,0.95,0.100,,,0.600,
215,CoRoT-18 b,0,1.90006930,0.028600,1039.30410,1039.30410,2.07000,,,1490,,5440.00,0.92,0.86,-0.100,,4.44,,1.5400
216,CoRoT-18 b,0,1.90006930,0.029500,1102.82000,1102.82000,2.20000,0.080000,,1550,G9 V,5440.00,1.00,0.95,-0.100,,4.40,,1.3500
217,CoRoT-19 b,0,3.89713000,0.051660,367.09365,367.09365,0.66800,0.056000,,,,6090.00,1.65,1.21,0.020,,,5.000,
218,CoRoT-19 b,0,3.89713000,0.051800,352.78000,352.78000,0.71000,0.047000,,2000,F9 V,6090.00,1.65,1.21,-0.020,0.544,4.07,5.000,0.3800
219,CoRoT-19 b,0,3.89713000,0.051200,346.43470,346.43470,0.79800,,,1630,,6090.00,1.58,1.18,-0.020,,4.12,4.900,0.4250
220,CoRoT-2 b,0,1.74299609,,,,,,,,,5575.00,,,-0.040,,,,1.9580
221,CoRoT-2 b,0,1.74299750,,1052.01730,1052.01730,1.55300,0.000000,,1535,,5625.00,0.90,0.97,0.000,,4.30,,
222,CoRoT-2 b,0,1.74299673,,,,,,,,,5529.00,0.94,0.97,-0.040,-0.131,4.48,,1.6618
223,CoRoT-2 b,0,1.74299350,0.028540,1150.54460,1150.54460,1.41800,,,1548,,5696.00,0.91,1.02,0.030,,4.53,0.600,1.9190
224,CoRoT-2 b,0,1.74299673,0.028100,1048.83900,1048.83900,1.30000,0.024000,,,,5625.00,0.90,0.97,0.000,,,2.700,
225,CoRoT-2 b,0,1.74299350,0.028350,1134.65310,1134.65310,1.42700,,,1521,,5598.00,0.90,1.00,0.040,,4.53,1.200,1.9190
226,CoRoT-2 b,0,1.74299640,0.028100,1051.97300,1051.97300,,0.000000,,,,,,,,,,,
227,CoRoT-2 b,0,1.74299350,0.027980,1102.82000,1102.82000,1.47000,0.014300,,,,5625.00,0.91,0.96,,,,2.700,1.8140
228,CoRoT-20 b,0,9.24318000,0.089100,1315.81620,1315.81620,5.20000,,,1024,,,1.16,1.10,,0.170,4.35,4.000,1.0000
229,CoRoT-20 b,0,9.24285000,0.090200,1347.54000,1347.54000,8.87000,0.562000,,1002,G2 V,5880.00,1.02,1.14,0.140,,4.20,0.100,1.5100
230,CoRoT-20 b,0,9.24285000,0.090000,1366.66900,1366.66900,,0.590000,,,,,,1.14,,,,,
231,CoRoT-20 b,0,9.24285000,0.089200,1608.21980,1608.21980,4.00000,,,1100,,5880.00,1.34,1.11,0.140,,4.23,5.900,0.6500
232,CoRoT-20 b,0,9.24285000,0.090100,1344.42090,1344.42090,8.90000,0.575000,,,,5880.00,1.02,1.14,0.140,,,0.100,
233,CoRoT-20 c,0,1675.00000000,2.900000,,5403.11000,,0.600000,,,,,,1.14,,,,,
234,CoRoT-21 b,0,2.72474000,0.041700,718.29580,718.29580,1.36000,0.000000,,,F8 IV,6200.00,1.95,1.29,0.000,,3.70,4.100,0.2550
235,CoRoT-21 b,0,2.72474000,0.041600,705.58260,705.58260,1.24000,0.390000,,,,6200.00,1.95,1.29,0.000,,,4.100,
236,CoRoT-22 b,0,9.75598000,0.092000,12.20000,12.20000,0.24900,0.077000,,885,G3 V,5939.00,1.14,1.10,0.170,,4.36,3.300,1.0270
237,CoRoT-23 b,0,3.63130000,0.048090,972.55980,972.55980,2.32750,,,1710,,5900.00,1.74,1.12,0.050,,4.01,5.400,0.3010
238,CoRoT-23 b,0,3.63130000,0.048400,982.09470,982.09470,3.30000,0.160000,,,,5900.00,1.61,1.14,0.050,,,7.200,
239,CoRoT-23 b,0,3.63130000,0.048000,889.90000,889.90000,3.00000,0.160000,,1660,G0 V,5900.00,1.61,1.14,0.050,,4.30,7.200,0.5000
240,CoRoT-24 b,0,5.11340000,0.056000,5.70000,5.70000,0.90000,0.000000,,1070,K1 V,4950.00,0.86,0.91,0.300,,4.55,11.000,
241,CoRoT-24 c,0,11.75900000,0.098000,28.00000,28.00000,1.30000,0.000000,,850,K1 V,4950.00,0.86,0.91,0.300,,4.55,11.000,
242,CoRoT-25 b,0,4.86069000,0.057890,93.12419,93.12419,0.24000,0.220000,,,,6040.00,1.19,1.09,0.010,,,4.500,
243,CoRoT-25 b,0,4.86069000,0.057800,85.81000,85.81000,0.15000,0.000000,,1330,F9,6040.00,1.19,1.09,-0.010,,4.31,4.500,
244,CoRoT-26 b,0,4.20474000,0.052500,184.34140,184.34140,0.36000,0.410000,,,,5590.00,1.79,1.09,0.010,,,8.600,
245,CoRoT-26 b,0,4.20474000,0.052600,165.26000,165.26000,0.28000,0.000000,,1600,G5,5590.00,1.79,1.09,0.010,,3.99,8.600,
246,CoRoT-27 b,0,3.57532000,0.047600,3302.11000,3302.11000,12.60000,0.065000,,1500,G2,5900.00,1.08,1.05,-0.100,,4.40,4.210,1.2400
247,CoRoT-27 b,0,3.57532000,0.046700,3273.64900,3273.64900,12.50000,0.034000,,,,5900.00,1.08,1.05,0.100,,,4.200,
248,CoRoT-28 b,0,5.20851000,0.059000,152.87623,152.87623,0.68000,0.071000,,,,5150.00,1.78,1.01,0.150,,,12.000,
249,CoRoT-28 b,0,5.20851000,0.060300,153.82972,153.82972,0.69000,0.047000,,,G8/9 IV,5150.00,1.78,1.01,0.150,,3.60,12.000,0.2700
250,CoRoT-29 b,0,2.85056150,,,,,,,,,5268.00,1.08,0.90,,-0.094,4.33,,1.0151
251,CoRoT-29 b,0,2.85057000,0.038600,270.15550,270.15550,1.45000,0.082000,,,K0 V,5260.00,0.90,0.97,0.200,,4.30,4.500,1.8250
252,CoRoT-29 b,0,2.85057000,0.039000,266.97720,266.97720,1.44000,0.120000,,,,5260.00,0.90,0.97,0.200,,,4.000,
253,CoRoT-3 b,0,4.25679940,0.057830,6979.54680,6979.54680,24.50000,,,1695,,6740.00,1.57,1.40,-0.020,,4.19,1.500,0.5060
254,CoRoT-3 b,0,4.25680000,,6883.91000,6883.91000,26.40000,0.000000,,,F3 V,6740.00,1.56,1.37,,,4.22,2.200,
255,CoRoT-3 b,0,4.25679940,0.056940,6747.53090,6747.53090,,0.008000,,,,,1.54,1.36,,,,,0.5240
256,CoRoT-3 b,0,4.25679940,0.057400,6814.27520,6814.27520,25.90000,0.016000,,,,6740.00,1.56,1.37,0.020,,,2.200,
257,CoRoT-3 b,0,,,,,,,,,,6558.00,1.44,1.41,0.140,,4.25,,0.4310
258,CoRoT-30 b,0,9.06005000,0.084400,921.70700,921.70700,3.45000,0.007000,,,G3 V,5650.00,0.91,0.98,0.020,,4.40,3.000,
259,CoRoT-31 b,0,4.62941000,0.058600,266.97720,266.97720,0.33000,0.020000,,,G2 IV,5700.00,2.15,1.25,0.000,,3.85,4.700,
260,CoRoT-4 b,0,9.20205000,0.090000,228.83000,228.83000,0.52500,0.000000,,1074,,6190.00,1.17,1.16,,,4.41,1.000,
261,CoRoT-4 b,0,9.20205000,0.091200,232.33373,232.33373,0.58300,,,1058,,6190.00,1.15,1.19,0.050,,4.40,0.800,1.1100
262,CoRoT-4 b,0,9.20205000,0.090250,223.43449,223.43449,0.51700,0.140000,,,,6190.00,1.17,1.16,0.050,,,1.000,
263,CoRoT-5 b,0,4.03789620,0.049470,148.42000,148.42000,0.21700,0.090000,,1438,F9 V,6100.00,1.19,1.00,-0.250,,4.19,6.900,
264,CoRoT-5 b,0,4.03789620,0.050040,149.38010,149.38010,0.35400,,,1348,,6100.00,1.05,1.02,-0.250,,4.41,3.900,1.2000
265,CoRoT-5 b,0,4.03791560,0.049500,145.88397,145.88397,0.28800,,,1397,,,1.11,0.99,,0.180,4.34,6.310,1.0100
266,CoRoT-5 b,0,4.03789620,0.049630,151.92274,151.92274,0.22100,0.087000,,,,6100.00,1.19,1.00,0.250,,,6.900,
267,CoRoT-6 b,0,8.88659300,0.085400,937.59850,937.59850,2.30000,0.180000,,,,6090.00,1.02,1.05,0.200,,,2.500,
268,CoRoT-6 b,0,8.88659300,0.085500,940.74000,940.74000,2.32000,0.100000,,1017,F9 V,6090.00,1.02,1.05,-0.200,,4.43,,
269,CoRoT-6 b,0,8.88659300,0.085500,940.77680,940.77680,2.21000,,,1025,,6090.00,1.04,1.05,-0.200,,4.42,2.500,1.3100
270,CoRoT-7 b,0,0.85358500,0.017200,21.00000,21.00000,,,,,G9 V,5275.00,0.87,0.93,0.030,,4.50,1.750,1.6000
271,CoRoT-7 b,0,0.85359159,0.017016,5.74000,5.74000,7.50000,0.000000,,1756,,5259.00,0.82,0.91,0.138,,4.57,1.320,2.3540
272,CoRoT-7 b,0,0.85359165,0.017000,4.73000,4.73000,6.61000,0.120000,,,,5256.00,0.86,0.90,0.060,-0.289,4.52,,1.9632
273,CoRoT-7 b,0,0.85358500,0.016900,6.99226,6.99226,6.00000,,,1910,,5250.00,0.96,0.88,0.120,,4.42,,1.4100
274,CoRoT-7 b,0,0.85359163,,4.07661,4.07661,,0.000000,,,,5275.00,0.83,0.82,0.050,,4.50,,2.0000
275,CoRoT-7 b,0,0.85400000,,4.60000,4.60000,6.50000,,,,,5313.00,0.84,0.88,0.030,,4.54,,2.1100
276,CoRoT-7 b,0,0.85358500,0.017000,4.80000,4.80000,,0.000000,,,,5256.00,0.86,0.90,0.060,-0.289,4.52,,1.9632
277,CoRoT-7 c,0,3.69800000,0.046000,8.40000,8.40000,,0.000000,,,,5256.00,0.86,0.90,0.060,-0.289,4.52,,1.9632
278,CoRoT-7 c,0,3.70000000,0.045000,13.56000,13.56000,,0.120000,,,,5256.00,0.86,0.90,0.060,-0.289,4.52,,1.9632
279,CoRoT-8 b,0,6.21244500,0.063600,69.28694,69.28694,1.10000,,,870,,,0.80,0.89,,-0.400,4.58,1.700,2.4400
280,CoRoT-8 b,0,6.21238100,0.063390,69.28694,69.28694,1.45000,0.190000,,,,5080.00,0.77,0.88,0.300,,,3.000,
281,CoRoT-8 b,0,6.21229000,0.063300,68.65128,68.65128,0.74000,,,922,,5080.00,0.90,0.88,0.310,,4.47,,1.7000
282,CoRoT-8 b,0,6.21229000,0.063000,69.92000,69.92000,1.60000,0.000000,,,K1 V,5080.00,0.77,0.88,0.300,,4.58,3.000,2.7000
283,CoRoT-9 b,0,95.27265600,0.402100,266.97720,266.97720,0.86000,0.133000,,420,,5625.00,0.96,0.96,-0.010,,4.54,6.000,1.5100
284,CoRoT-9 b,0,95.27265600,0.402900,268.88418,268.88418,0.91000,0.134000,,,,5625.00,0.96,0.96,0.010,,,6.000,
285,CoRoT-9 b,0,95.27380000,0.402700,262.52758,262.52758,0.92000,,,413,,5625.00,0.94,0.96,-0.010,,4.48,,1.6300
286,CoRoT-9 b,0,95.27380000,0.407000,266.97000,266.97000,0.90000,0.110000,,,G3 V,5625.00,0.94,0.99,-0.010,,4.54,,1.6800
287,CoRoTID 223977153 b,0,6.71837000,0.071000,47.67450,47.67450,1.10000,,132.26,938,G0 VI,5970.00,0.79,1.08,0.000,-0.155,4.67,,
288,DE CVn b,0,4098.10000000,5.750000,,3823.27330,,0.000000,,,,,,0.51,,,,,
289,DENIS-P J082303.1-491201 b,0,246.36000000,0.360000,9057.77000,9057.77000,,0.345000,,,L1.5,,,0.07,,,,1.000,
290,DH Tau b,0,,330.000000,3496.00000,3496.00000,,,,,M0.5,,0.27,0.33,,,,0.001,
291,DH Tau b,0,,,3496.13000,3496.13000,,,,2200,,4371.00,1.37,0.68,,-0.212,4.00,,0.3771
292,DMPP-1 b,0,18.57000000,0.146200,,24.27000,,0.083000,,877,F8 V,6196.00,1.26,1.21,,,4.41,2.010,
293,DMPP-1 c,0,6.58400000,0.073300,,9.60000,,0.057000,,1239,F8 V,6196.00,1.26,1.21,,,4.41,2.010,
294,DMPP-1 d,0,2.88200000,0.042200,,3.35000,,0.070000,,1632,F8 V,6196.00,1.26,1.21,,,4.41,2.010,
295,DMPP-1 e,0,5.51600000,0.065100,,4.13000,,0.070000,,1314,F8 V,6196.00,1.26,1.21,,,4.41,2.010,
296,DMPP-2 b,0,5.20720000,0.066400,,138.89171,,0.078000,,1000,F5 V,6500.00,1.78,1.44,,0.104,4.10,2.000,
297,DMPP-3 A b,0,6.67360000,0.066200,,2.58000,,0.000000,,854,,,,,,,,,
298,DMPP-3 A b,0,6.67320000,0.066200,,2.58000,,0.140000,,854,K0 V,5138.00,0.91,0.87,0.180,,4.30,10.900,
299,DP Leo b,0,8693.00000000,8.600000,1995.88832,1995.88832,,,,,,,,,,,,,
300,DP Leo b,0,10220.00000000,8.190000,,1922.79000,,0.390000,,,,,,0.69,,,,,
301,DS Tuc A b,0,8.13870000,,413.17900,413.17900,,,,,G6 V,5542.00,0.87,0.96,-0.080,,4.60,0.040,2.0950
302,DS Tuc A b,0,8.13826800,,,,,0.000000,,850,G6 V,5428.00,0.96,1.01,0.000,-0.140,,0.045,2.4000
303,DS Tuc A b,0,8.13822000,,,,,,145.10,966,,5414.00,0.95,,,,4.44,,
304,EPIC 201170410.02,0,6.79870000,0.034900,,,,0.000000,,,,3648.00,0.28,0.29,-0.048,,5.00,,
305,EPIC 201238110 b,0,28.16560000,,,,,,,,,,,0.41,,,,,
306,EPIC 201238110 b,0,28.16960000,,,,,,,,,,0.37,,,,,,
307,EPIC 201427007 b,0,0.72091000,,,,,,,,,5633.00,0.94,,-0.053,,4.40,,
308,EPIC 201497682 b,0,2.13174000,,,,,,,,,,,0.78,,,,,
309,EPIC 201595106 b,0,0.87703000,,,,,,,1874,,5711.17,0.99,1.02,0.018,-0.026,4.45,,1.4754
310,EPIC 201595106 b,0,0.87718300,,,,,,,,,5705.00,0.93,,-0.010,,4.48,,
311,EPIC 201595106 b,0,0.87721400,,,,,,,,,5820.00,0.93,,-0.010,,4.60,,
312,EPIC 201615463 c,0,3.80464000,,,,,,,,,,,1.07,,,,,
313,EPIC 201754305 d,0,2.71578000,,,,,,,,,,,0.67,,,,,
314,EPIC 201757695.02,0,2.04780000,0.029600,,,,0.000000,,,,4520.00,0.66,0.73,-0.003,-0.364,4.66,,
315,EPIC 201833600 c,0,3.96165000,,,,,,,,,,0.63,,,,,,
316,EPIC 201833600 c,0,3.96151000,,,,,,,,,,,0.61,,,,,
317,EPIC 201841433 b,0,4.16959000,,,,,,,,,,,0.80,,,,,
318,EPIC 201841433 b,0,4.16980000,0.035000,,,,,,,,5053.00,0.63,0.80,0.000,,4.59,,
319,EPIC 201841433 b,0,4.16888000,,,,,,,,,,0.63,,,,,,
320,EPIC 205950854 c,0,8.05160000,,,,,,,,,,0.90,,,,,,
321,EPIC 205950854 c,0,8.04680000,,,,,,,,,,,0.91,,,,,
322,EPIC 205950854 c,0,8.05072200,,,,,,,961,,5502.70,0.83,0.88,,,,,
323,EPIC 206024342 b,0,4.50756000,,,,,,,,,,,0.93,,,,,
324,EPIC 206024342 b,0,4.50717000,,,,,,,,,,0.82,,,,,,
325,EPIC 206024342 c,0,0.91165670,,,,,,,,,5648.00,0.94,,,,,,
326,EPIC 206024342 c,0,0.91172400,,,,,,,,,5724.00,1.10,,-0.220,,4.50,,
327,EPIC 206024342 c,0,0.91161800,,,,,,,,,,0.82,,,,,,
328,EPIC 206024342 d,0,14.64350000,,,,,,,,,,0.82,,,,,,
329,EPIC 206024342 d,0,14.63700000,,,,,,,,,6438.00,1.50,,,,4.20,,
330,EPIC 206024342 d,0,14.64154100,,,,,,,,,5648.00,0.94,,,,,,
331,EPIC 206024342 d,0,14.64753100,,,,,,,,,5724.00,1.10,,-0.220,,4.50,,
332,EPIC 206032309 b,0,2.87814000,,,,,,,,,,,0.22,,,,,
333,EPIC 206042996 b,0,5.29853000,,,,,,,,,,0.67,,,,,,
334,EPIC 206042996 b,0,5.29711000,,,,,,,,,,,0.56,,,,,
335,EPIC 206042996 c,0,0.35490972,,,,,,,,,3893.00,0.57,,,,,,
336,EPIC 206042996 c,0,0.35488400,,,,,,,,,4114.00,0.50,,0.006,,4.80,,
337,EPIC 206215704 b,0,2.25372000,,,,,,,,,,,0.41,,,,,
338,EPIC 206215704 b,0,2.25558000,,,,,,,,,,0.37,,,,,,
339,EPIC 206317286 b,0,1.58316000,,,,,,,,,,0.67,,,,,,
340,EPIC 206317286 b,0,1.58252000,,,,,,,,,,,0.71,,,,,
341,EPIC 211822797 b,0,21.17019630,0.119500,,,,,,431,,4057.00,0.58,0.62,0.200,,4.70,,
342,EPIC 211822797 b,0,21.16860000,,,,,,,,,,0.64,,,,,,
343,EPIC 211822797 b,0,21.17623917,,,,,,,,,3811.00,0.60,0.59,,-1.169,4.65,,3.8797
344,EPIC 211822797 b,0,21.16986100,0.131000,,,,0.060000,3.50,,,4148.21,0.57,0.66,,,,,
345,EPIC 211822797 b,0,21.15950000,,,,,,,,,3811.00,0.60,0.59,,-1.169,4.65,,3.8797
346,EPIC 211822797 b,0,21.16961900,,,,,0.180000,,,,3880.00,0.59,0.61,0.140,-1.153,,0.790,4.2000
347,EPIC 211945201 b,0,19.49183000,,,,,,,,,,1.40,,,,,,
348,EPIC 211945201 b,0,19.49213200,,,,,,,,,,1.48,,,,,,
349,EPIC 211945201 b,0,19.49196500,,,,,,,,,6320.00,1.49,,,,4.22,,
350,EPIC 211945201 b,0,19.49100000,,,,,,,,,6128.00,1.36,1.16,,0.373,4.23,,0.6439
351,EPIC 211945201 b,0,19.50735025,,,,,,,,,6128.00,1.36,1.16,,0.373,4.23,,0.6439
352,EPIC 211945201 b,0,19.49221000,0.149300,,,,,,817,,6069.00,1.39,1.17,0.100,,4.22,,2.2530
353,EPIC 211945201 b,0,19.49213000,0.148000,27.00000,27.00000,0.65000,0.000000,,886,G0,6025.00,1.38,1.18,0.100,,4.25,3.990,0.6300
354,EPIC 211945201 b,0,19.49179500,,,,,,,,,6046.00,1.41,,0.050,,4.14,,
355,EPIC 212297394 b,0,2.28936300,,,,,,,1149,,5171.00,0.80,0.83,-0.030,,4.55,,
356,EPIC 212297394 b,0,2.28943000,,,,,,,,,,,0.83,,,,,
357,EPIC 212297394 b,0,2.28896000,,,,,,,,,,0.75,,,,,,
358,EPIC 212297394 c,0,5.21396500,,,,,,,866,,5171.00,0.80,0.83,-0.030,,4.55,,
359,EPIC 212297394 c,0,5.21378000,,,,,,,,,,0.75,,,,,,
360,EPIC 212297394 c,0,5.21300000,,,,,,,,,5008.00,0.78,0.83,,-0.467,4.58,,2.5038
361,EPIC 212424622 b,0,18.09830000,,,,,,,,,,,1.11,,,,,
362,EPIC 212424622 b,0,18.09710000,,,,,,,,,,1.22,,,,,,
363,EPIC 212499991 b,0,34.88500000,,,,,,,,,,,0.91,,,,,
364,EPIC 212587672 b,0,15.28078000,,,,,,,756,,6004.00,0.98,0.99,-0.180,,4.45,,
365,EPIC 212587672 b,0,15.28410000,,,,,,,,,,,0.95,,,,,
366,EPIC 212587672 b,0,15.28410000,,,,,,,,,,0.98,,,,,,
367,EPIC 212587672 c,0,23.24110566,,,,,,,,,6055.00,0.95,1.13,,0.038,4.54,,1.8589
368,EPIC 212587672 c,0,23.22600000,,,,,,,,,6055.00,0.95,1.13,,0.038,4.54,,1.8589
369,EPIC 212587672 c,0,23.22600100,,,,,,,,,5928.00,0.95,,-0.210,,4.49,,
370,EPIC 212587672 c,0,23.22855500,,,,,,,658,,6004.00,0.98,0.99,-0.180,,4.45,,
371,EPIC 212587672 c,0,23.22600000,,,,,,,,,,0.95,,,,,,
372,EPIC 212587672 c,0,23.22590000,,,,,,,,,,0.98,,,,,,
373,EPIC 212624936 b,0,0.57865700,,,,,,,,,5765.00,0.93,,-0.390,,4.40,,
374,EPIC 212624936 c,0,11.81387000,,,,,,,,,,0.95,,,,,,
375,EPIC 212624936 c,0,11.81143700,,,,,,,,,5765.00,0.93,,-0.390,,4.40,,
376,EPIC 212737443 b,0,13.60300000,0.098000,,,,0.200000,,536,K3,4684.00,0.67,0.69,-0.137,,4.62,,3.1900
377,EPIC 212737443 b,0,13.60697954,,,,,,,,,4581.00,0.67,0.72,,-0.751,4.65,,3.4085
378,EPIC 212737443 b,0,13.60300000,,,,,,,,,4581.00,0.67,0.72,,-0.751,4.65,,3.4085
379,EPIC 212737443 c,0,65.55000000,0.280000,,,,0.200000,,316,K3,4684.00,0.67,0.69,-0.137,,4.62,,3.1900
380,EPIC 220492298 b,0,0.76240600,,,,,,,,,5620.00,0.89,,0.280,,4.50,,
381,EPIC 220554210 c,0,0.70538600,,,,,,,,,,1.01,,,,,,
382,EPIC 220554210 c,0,0.70531000,,,,,,,,,,,0.94,,,,,
383,EPIC 220674823 b,0,0.57128500,,,,,,,,,,1.02,,,,,,
384,EPIC 220674823 b,0,0.57100000,,7.72000,7.72000,8.50000,,,,,5496.00,0.98,0.90,0.060,,4.42,,1.3500
385,EPIC 220674823 b,0,0.57129200,0.011600,8.36000,8.36000,13.10000,0.000000,,2333,G5 V,5470.00,0.87,0.94,-0.025,,4.53,,
386,EPIC 220674823 b,0,0.57129900,,,,,,,,,5590.00,0.91,0.97,0.080,,4.54,,
387,EPIC 220674823 b,0,0.57133100,0.013400,,,,,,2119,,5617.00,0.98,0.97,0.130,,4.45,,
388,EPIC 220674823 b,0,0.57130800,,,,,0.000000,,,G5,5590.00,0.83,0.93,0.025,-0.119,4.56,5.000,
389,EPIC 220674823 b,0,0.57133600,0.013120,9.00000,9.00000,8.57000,,4293.00,2063,,5496.00,0.95,0.92,0.060,,4.42,,
390,EPIC 220674823 b,0,0.57133600,,,,,,,,,,0.97,,,,,,
391,EPIC 220674823 c,0,13.34124500,,,,,0.000000,,,G5,5590.00,0.83,0.93,0.025,-0.119,4.56,5.000,
392,EPIC 220674823 c,0,13.33974600,,,,,,,,,5590.00,0.91,0.97,0.080,,4.54,,
393,EPIC 220674823 c,0,13.33907900,0.109100,,,,,,741,,5617.00,0.98,0.97,0.130,,4.45,,
394,EPIC 220674823 c,0,13.33868700,,,,,,,,,,0.97,,,,,,
395,EPIC 220674823 c,0,13.33870000,0.107100,5.70000,5.70000,1.30000,,64.00,722,,5496.00,0.95,0.92,0.060,,4.42,,
396,EPIC 220674823 c,0,13.33877000,,,,,,,,,,1.02,,,,,,
397,EPIC 220674823 c,0,13.33970000,0.105000,5.80000,5.80000,2.00000,0.180000,,774,G5 V,5470.00,0.87,0.94,-0.025,,4.53,,
398,EPIC 228836835 b,0,0.72813000,,,,,,,932,,3506.00,0.42,0.42,,-1.612,4.80,,7.7399
399,EPIC 228836835 b,0,0.72811300,,,,,,,,,3782.00,0.32,,-0.180,,5.00,,
400,EPIC 246851721 b,0,6.18023500,0.072290,953.49000,953.49000,3.10000,,642.00,1401,F5 V,6202.00,1.59,1.32,0.141,0.526,4.16,3.020,0.4650
401,EPIC 248847494 b,0,3650.00000000,4.500000,4131.79000,4131.79000,,0.000000,0.19,183,,4898.00,2.70,0.90,-0.230,,3.52,,0.0640
402,EPIC 249893012 b,0,3.59510000,0.047000,8.75000,8.75000,6.39000,0.060000,1037.00,1616,G8 IV/V,5430.00,1.71,1.05,0.200,,3.99,9.000,0.2980
403,EPIC 249893012 c,0,15.62400000,0.130000,14.67000,14.67000,1.62000,0.070000,160.00,990,G8 IV/V,5430.00,1.71,1.05,0.200,,3.99,9.000,0.2980
404,EPIC 249893012 d,0,35.74700000,0.220000,10.18000,10.18000,0.91000,0.150000,53.00,752,G8 IV/V,5430.00,1.71,1.05,0.200,,3.99,9.000,0.2980
405,FU Tau b,0,,800.000000,5085.28000,5085.28000,,,,2375,M7.25,2838.00,,0.05,,-0.699,,0.001,
